hid,location,price,link,type,comNum,houseName,fdid,fdlink,area_type,area,rooms,bedroom,livingroom,bathroom,kitchen,balcony,guestsnum,category,living_condition,beds,CITY
2919569662,"30.811885,104.18968",66,http://cd.xiaozhu.com/fangzi/2919569662.html,单间出租,0,新都育英路,2897080763,http://www.xiaozhu.com/fangdong/2897080763/,1,25,6室0厅2卫0厨2阳台,6,0,2,0,2,2,4,可能与其他房客分住不同房间,1,cd
1518281635,"30.626013,103.996033",68,http://cd.xiaozhu.com/fangzi/1518281635.html,单间出租,5,武侯中铁骑士公馆,1512480535,http://www.xiaozhu.com/fangdong/1512480535/,1,10,3室3厅1卫1厨2阳台,3,3,1,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
626158901,"30.556145,104.1017",68,http://cd.xiaozhu.com/fangzi/626158901.html,单间出租,5,四川省成都市高新区新会展.软件园中和大道三段,626151400,http://www.xiaozhu.com/fangdong/626151400/,1,10,3室2厅1卫1厨2阳台,3,2,1,1,2,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
1528195235,"30.631514,104.089134",68,http://cd.xiaozhu.com/fangzi/1528195235.html,单间出租,4,武侯郭家桥北街,1398301135,http://www.xiaozhu.com/fangdong/1398301135/,1,18,2室1厅1卫1厨1阳台,2,1,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
722305839,"30.636808,104.055879",68,http://cd.xiaozhu.com/fangzi/722305839.html,单间出租,5,武侯永丰路20号,722304738,http://www.xiaozhu.com/fangdong/722304738/,1,40,7室2厅2卫1厨2阳台,7,2,2,1,2,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
1192665765,"30.636234,104.162186",68,http://cd.xiaozhu.com/fangzi/1192665765.html,单间出租,4,成华美东路8号,1188625965,http://www.xiaozhu.com/fangdong/1188625965/,1,25,4室2厅1卫1厨1阳台,4,2,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
35620000,"30.613546,104.124184",68,http://cd.xiaozhu.com/fangzi/35620000.html,单间出租,4,四川省成都市锦江区,29078800,http://www.xiaozhu.com/fangdong/29078800/,1,12,1室0厅1卫0厨0阳台,1,0,1,0,0,2,4,可能与其他房客分住不同房间,1,cd
39937000,"30.613546,104.124184",68,http://cd.xiaozhu.com/fangzi/39937000.html,单间出租,1,四川省成都市锦江区,29078800,http://www.xiaozhu.com/fangdong/29078800/,1,18,1室0厅1卫0厨0阳台,1,0,1,0,0,2,4,可能与其他房客分住不同房间,1,cd
1411619435,"30.631454,104.087975",68,http://cd.xiaozhu.com/fangzi/1411619435.html,单间出租,5,武侯郭家桥北街,1398301135,http://www.xiaozhu.com/fangdong/1398301135/,1,18,4室1厅1卫1厨1阳台,4,1,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
1528690235,"30.63352,104.087639",68,http://cd.xiaozhu.com/fangzi/1528690235.html,单间出租,4,武侯四川大学南门,1398301135,http://www.xiaozhu.com/fangdong/1398301135/,1,25,2室1厅11卫1厨1阳台,2,1,11,1,1,2,4,可能与其他房客分住不同房间,1,cd
1528628535,"30.632931,104.087975",68,http://cd.xiaozhu.com/fangzi/1528628535.html,单间出租,5,武侯四川大学南门,1398301135,http://www.xiaozhu.com/fangdong/1398301135/,1,10,2室1厅1卫1厨1阳台,2,1,1,1,1,1,4,可能与其他房客分住不同房间,1,cd
1545672434,"30.693569,104.082352",68,http://cd.xiaozhu.com/fangzi/1545672434.html,单间出租,3,金牛火车北站肖家村二巷D座(离火车北站1公里文殊院2公里城北客运中心2公里天府广场3公里),1542735435,http://www.xiaozhu.com/fangdong/1542735435/,1,18,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,cd
3194073051,"30.657491,104.085161",68,http://cd.xiaozhu.com/fangzi/3194073051.html,整租,1,武侯中央花园2期1号门,1383388935,http://www.xiaozhu.com/fangdong/1383388935/,2,20,1室0厅1卫0厨0阳台,1,0,1,0,0,2,5,房客独享整套房屋,1,cd
2024040382,"30.576625,104.211605",68,http://cd.xiaozhu.com/fangzi/2024040382.html,单间出租,0,龙泉驿四季映像,2024025582,http://www.xiaozhu.com/fangdong/2024025582/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
2694428163,"30.588793,104.159132",68,http://cd.xiaozhu.com/fangzi/2694428163.html,单间出租,0,锦江三圣花乡景区蓝润锦江春天,2178266460,http://www.xiaozhu.com/fangdong/2178266460/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
1931714970,"30.616974,104.148415",68,http://cd.xiaozhu.com/fangzi/1931714970.html,单间出租,0,锦江航天立交,1906913771,http://www.xiaozhu.com/fangdong/1906913771/,1,15,4室0厅3卫0厨4阳台,4,0,3,0,4,1,4,可能与其他房客分住不同房间,1,cd
2941434563,"30.205054,103.528207",68,http://cd.xiaozhu.com/fangzi/2941434563.html,单间出租,0,蒲江飞龙路,2941311563,http://www.xiaozhu.com/fangdong/2941311563/,1,25,3室2厅1卫1厨0阳台,3,2,1,1,0,2,4,可能与其他房客分住不同房间,1,cd
1977169870,"30.630788,104.087782",68,http://cd.xiaozhu.com/fangzi/1977169870.html,单间出租,0,武侯郭家桥北街5号,613338300,http://www.xiaozhu.com/fangdong/613338300/,1,28,3室2厅2卫0厨1阳台,3,2,2,0,1,2,4,可能与其他房客分住不同房间,1,cd
2145174259,"30.650922,104.068994",70,http://cd.xiaozhu.com/fangzi/2145174259.html,单间出租,3,武侯黉门街1号黉门公馆,2144222960,http://www.xiaozhu.com/fangdong/2144222960/,1,10,6室1厅2卫1厨0阳台,6,1,2,1,0,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
1922215270,"31.011446,103.663445",70,http://cd.xiaozhu.com/fangzi/1922215270.html,单间出租,2,都江堰高桥绿地,1835544035,http://www.xiaozhu.com/fangdong/1835544035/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
1615830935,"30.693239,104.066856",70,http://cd.xiaozhu.com/fangzi/1615830935.html,单间出租,2,金牛府河桥东路78号,1140822865,http://www.xiaozhu.com/fangdong/1140822865/,1,12,5室1厅2卫1厨1阳台,5,1,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,cd
2534106062,"30.658825,104.191809",70,http://cd.xiaozhu.com/fangzi/2534106062.html,整租,3,龙泉驿十陵镇,2367589863,http://www.xiaozhu.com/fangdong/2367589863/,2,20,1室1厅1卫0厨0阳台,1,1,1,0,0,2,5,房客独享整套房屋,1,cd
2696661763,"30.632217,104.09001",75,http://cd.xiaozhu.com/fangzi/2696661763.html,单间出租,2,武侯四川大学南门,1398301135,http://www.xiaozhu.com/fangdong/1398301135/,1,25,4室1厅1卫1厨2阳台,4,1,1,1,2,2,4,可能与其他房客分住不同房间,1,cd
