hid,location,price,link,type,comNum,houseName,fdid,fdlink,area_type,area,rooms,bedroom,livingroom,bathroom,kitchen,balcony,guestsnum,category,living_condition,beds,CITY,postTime
3313598729,"39.992178,116.316273",12,http://bj.xiaozhu.com/fangzi/3313598729.html,单间出租,0,,10811700,http://www.xiaozhu.com/fangdong/10811700/,1,12,0室2厅0卫0厨0阳台,0,2,0,0,0,3,4,可能与其他房客分住不同房间,2,bj,
1824677935,"39.976447,116.379815",49,http://bj.xiaozhu.com/fangzi/1824677935.html,床位出租,5,海淀北太平庄马甸西路月季园小区(牡丹园地铁东南600米),606183100,http://www.xiaozhu.com/fangdong/606183100/,1,15,3室2厅1卫1厨1阳台,3,2,1,1,1,1,3,可能与其他房客分享一个房间,1,bj,
2299336144,"39.976447,116.379815",49,http://bj.xiaozhu.com/fangzi/2299336144.html,床位出租,5,海淀北太平庄马甸西路月季园小区(牡丹园地铁东南600米),606183100,http://www.xiaozhu.com/fangdong/606183100/,1,20,3室1厅1卫1厨1阳台,3,1,1,1,1,1,3,可能与其他房客分享一个房间,1,bj,
2091350781,"40.154864,116.307248",49,http://bj.xiaozhu.com/fangzi/2091350781.html,单间出租,4,昌平于辛新村6号楼,798137338,http://www.xiaozhu.com/fangdong/798137338/,1,15,3室2厅2卫1厨2阳台,3,2,2,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2290427944,"39.852753,116.380203",49,http://bj.xiaozhu.com/fangzi/2290427944.html,沙发出租,5,丰台角门西晨光小区,1748391135,http://www.xiaozhu.com/fangdong/1748391135/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
3988887630,"39.875514,116.479568",49,http://bj.xiaozhu.com/fangzi/3988887630.html,床位出租,5,朝阳南新园小区,1432376735,http://www.xiaozhu.com/fangdong/1432376735/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2298361844,"40.151654,116.290328",43,http://bj.xiaozhu.com/fangzi/2298361844.html,床位出租,4,昌平沙河地铁站巩华家园东一村,551335900,http://www.xiaozhu.com/fangdong/551335900/,1,40,3室1厅2卫1厨2阳台,3,1,2,1,2,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
3868954529,"39.969485,116.844486",48,http://bj.xiaozhu.com/fangzi/3868954529.html,单间出租,5,燕郊学院大街燕高路上上城福成六期,3285612129,http://www.xiaozhu.com/fangdong/3285612129/,1,12,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,2,bj,
2068622482,"40.154501,116.306609",49,http://bj.xiaozhu.com/fangzi/2068622482.html,单间出租,4,昌平于辛新村,798137338,http://www.xiaozhu.com/fangdong/798137338/,1,15,3室2厅2卫1厨2阳台,3,2,2,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4954832513,"39.808457,116.250367",35,http://bj.xiaozhu.com/fangzi/4954832513.html,床位出租,1,通州新华大街甲127号,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,2,90,2室2厅1卫1厨1阳台,2,2,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2074252882,"40.154864,116.307248",39,http://bj.xiaozhu.com/fangzi/2074252882.html,床位出租,4,昌平于辛新村6号楼,798137338,http://www.xiaozhu.com/fangdong/798137338/,1,15,3室2厅2卫1厨2阳台,3,2,2,1,2,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
4758080213,"39.908468,116.658779",45,http://bj.xiaozhu.com/fangzi/4758080213.html,单间出租,0,通州后南仓,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,1,10,3室0厅1卫0厨0阳台,3,0,1,0,0,2,4,可能与其他房客分住不同房间,1,bj,
64389600,"39.963867,116.816795",35,http://bj.xiaozhu.com/fangzi/64389600.html,单间出租,2,燕郊海油大街,35899600,http://www.xiaozhu.com/fangdong/35899600/,1,9,1室0厅1卫0厨0阳台,1,0,1,0,0,2,4,可能与其他房客分住不同房间,1,bj,
3970381029,"39.923512,116.655699",50,http://bj.xiaozhu.com/fangzi/3970381029.html,单间出租,0,通州永顺南里2号院,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,1,20,2室2厅1卫1厨1阳台,2,2,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
5189137914,"39.813944,116.376754",50,http://bj.xiaozhu.com/fangzi/5189137914.html,沙发出租,0,丰台南庭新苑北区1号楼,1866246735,http://www.xiaozhu.com/fangdong/1866246735/,1,20,2室1厅1卫1厨0阳台,2,1,1,1,0,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
5268123013,"39.9245,116.65807",50,http://bj.xiaozhu.com/fangzi/5268123013.html,沙发出租,0,通州永顺东里2号院,3500853929,http://www.xiaozhu.com/fangdong/3500853929/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
1783642435,"40.130844,116.22226",50,http://bj.xiaozhu.com/fangzi/1783642435.html,单间出租,4,海淀上庄镇,1684462335,http://www.xiaozhu.com/fangdong/1684462335/,1,12,3室1厅1卫1厨1阳台,3,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4213983030,"39.908146,116.636023",50,http://bj.xiaozhu.com/fangzi/4213983030.html,单间出租,0,通州新华联锦园,3572491729,http://www.xiaozhu.com/fangdong/3572491729/,1,40,3室1厅1卫1厨1阳台,3,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4758269714,"39.941905,116.681152",55,http://bj.xiaozhu.com/fangzi/4758269714.html,单间出租,0,通州新华联培训中心,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,1,20,3室0厅1卫0厨0阳台,3,0,1,0,0,2,4,可能与其他房客分住不同房间,1,bj,
3676964329,"39.920278,116.551623",58,http://bj.xiaozhu.com/fangzi/3676964329.html,沙发出租,4,朝阳朝阳路大黄庄桥东大黄庄南里9号楼,1551705935,http://www.xiaozhu.com/fangdong/1551705935/,2,80,2室2厅1卫1厨0阳台,2,2,1,1,0,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,2016-07-11
3461294330,"39.814056,116.448247",58,http://bj.xiaozhu.com/fangzi/3461294330.html,单间出租,3,大兴清欣园小区17号楼,3461247129,http://www.xiaozhu.com/fangdong/3461247129/,1,20,6室2厅4卫1厨3阳台,6,2,4,1,3,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3492688729,"40.041761,116.311588",58,http://bj.xiaozhu.com/fangzi/3492688729.html,床位出租,4,海淀马连洼北路一号院,3442024229,http://www.xiaozhu.com/fangdong/3442024229/,1,25,2室1厅1卫1厨1阳台,2,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2215104236,"40.151564,116.290301",57,http://bj.xiaozhu.com/fangzi/2215104236.html,单间出租,5,昌平沙河地铁站巩华家园东一村,551335900,http://www.xiaozhu.com/fangdong/551335900/,1,10,3室1厅2卫1厨1阳台,3,1,2,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2651241463,"39.847206,116.487163",58,http://bj.xiaozhu.com/fangzi/2651241463.html,床位出租,4,朝阳十八里店南桥后祁庄,1222783805,http://www.xiaozhu.com/fangdong/1222783805/,1,26,1室0厅1卫1厨0阳台,1,0,1,1,0,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
4884446614,"39.899802,116.344173",58,http://bj.xiaozhu.com/fangzi/4884446614.html,床位出租,0,西城广安门外大街305号荣丰2008小区,4515476313,http://www.xiaozhu.com/fangdong/4515476313/,1,40,1室0厅1卫1厨1阳台,1,0,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
5226780914,"39.931519,116.618452",58,http://bj.xiaozhu.com/fangzi/5226780914.html,沙发出租,0,朝阳金隅丽景园4号楼,1370832935,http://www.xiaozhu.com/fangdong/1370832935/,2,56,1室1厅1卫1厨1阳台,1,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2957493363,"40.0798,116.413586",58,http://bj.xiaozhu.com/fangzi/2957493363.html,单间出租,4,昌平天通苑西二区4号楼,2661283663,http://www.xiaozhu.com/fangdong/2661283663/,1,12,4室0厅1卫0厨0阳台,4,0,1,0,0,2,4,可能与其他房客分住不同房间,1,bj,
1782639335,"39.853333,116.375694",59,http://bj.xiaozhu.com/fangzi/1782639335.html,床位出租,5,丰台嘉园二里,1748391135,http://www.xiaozhu.com/fangdong/1748391135/,1,25,1室1厅1卫1厨1阳台,1,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2391503862,"40.170353,116.267413",59,http://bj.xiaozhu.com/fangzi/2391503862.html,单间出租,4,昌平沙河高教园北街家园8区,1989225671,http://www.xiaozhu.com/fangdong/1989225671/,1,8,2室1厅1卫1厨1阳台,2,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3197708753,"39.985704,116.440543",59,http://bj.xiaozhu.com/fangzi/3197708753.html,沙发出租,5,朝阳芍药居二号院9号楼,2874593363,http://www.xiaozhu.com/fangdong/2874593363/,2,68,2室1厅1卫1厨2阳台,2,1,1,1,2,1,3,可能与其他房客分享一个房间,1,bj,
1579582035,"39.873028,116.279228",59,http://bj.xiaozhu.com/fangzi/1579582035.html,单间出租,4,丰台丰台体育馆大井中里（丰台体育中心西门正对面20m地铁大井站A口北180m),1443906535,http://www.xiaozhu.com/fangdong/1443906535/,1,6,3室0厅1卫1厨1阳台,3,0,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
677960800,"39.864738,116.190178",59,http://bj.xiaozhu.com/fangzi/677960800.html,床位出租,4,丰台大灰厂路旁,586616200,http://www.xiaozhu.com/fangdong/586616200/,1,15,2室2厅1卫1厨1阳台,2,2,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
1116339077,"39.964325,116.584503",60,http://bj.xiaozhu.com/fangzi/1116339077.html,单间出租,5,朝阳管庄路,827812538,http://www.xiaozhu.com/fangdong/827812538/,1,12,2室1厅1卫1厨1阳台,2,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4782956113,"39.917763,116.481159",59,http://bj.xiaozhu.com/fangzi/4782956113.html,沙发出租,1,朝阳光华路2号阳光100国际公寓B座,4006124329,http://www.xiaozhu.com/fangdong/4006124329/,2,50,4室2厅3卫1厨2阳台,4,2,3,1,2,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
1936004870,"40.081348,116.4189",60,http://bj.xiaozhu.com/fangzi/1936004870.html,单间出租,4,昌平天通苑西二区(离地铁站天通苑5分钟),1331436335,http://www.xiaozhu.com/fangdong/1331436335/,1,10,3室1厅1卫0厨1阳台,3,1,1,0,1,2,4,可能与其他房客分住不同房间,1,bj,
5398319513,"40.002845,116.480149",59,http://bj.xiaozhu.com/fangzi/5398319513.html,床位出租,0,朝阳望京西园四区413楼,3572559429,http://www.xiaozhu.com/fangdong/3572559429/,1,3,2室1厅1卫1厨1阳台,2,1,1,1,1,1,3,可能与其他房客分享一个房间,1,bj,
1990502570,"40.170029,116.266236",59,http://bj.xiaozhu.com/fangzi/1990502570.html,床位出租,0,昌平沙河高教园北街家园八区四号楼,1989225671,http://www.xiaozhu.com/fangdong/1989225671/,1,25,2室1厅1卫1厨1阳台,2,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
4519748613,"39.894663,116.674501",60,http://bj.xiaozhu.com/fangzi/4519748613.html,单间出租,1,通州北杨洼小区,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,1,20,2室1厅0卫1厨2阳台,2,1,0,1,2,2,4,可能与其他房客分住不同房间,1,bj,
2429874062,"39.887878,116.452901",59,http://bj.xiaozhu.com/fangzi/2429874062.html,床位出租,3,朝阳劲松七区,606183100,http://www.xiaozhu.com/fangdong/606183100/,1,30,3室0厅1卫1厨0阳台,3,0,1,1,0,1,3,可能与其他房客分享一个房间,1,bj,
3591122030,"39.801802,116.343082",60,http://bj.xiaozhu.com/fangzi/3591122030.html,沙发出租,4,大兴宏盛家园,3232533429,http://www.xiaozhu.com/fangdong/3232533429/,1,40,1室1厅1卫1厨1阳台,1,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2957516062,"40.0798,116.413586",59,http://bj.xiaozhu.com/fangzi/2957516062.html,单间出租,4,昌平天通苑西二区4号楼,2661283663,http://www.xiaozhu.com/fangdong/2661283663/,1,12,4室0厅1卫0厨0阳台,4,0,1,0,0,2,4,可能与其他房客分住不同房间,1,bj,
2230911244,"40.154864,116.307248",59,http://bj.xiaozhu.com/fangzi/2230911244.html,单间出租,4,昌平于辛新村6号楼,798137338,http://www.xiaozhu.com/fangdong/798137338/,1,28,3室2厅2卫1厨1阳台,3,2,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2149351359,"39.9944,116.473495",60,http://bj.xiaozhu.com/fangzi/2149351359.html,床位出租,2,朝阳望京阜通西大街都市心海岸雅园小区(紧邻望京华联，阜通地铁站旁边),1185829035,http://www.xiaozhu.com/fangdong/1185829035/,2,75,2室0厅1卫1厨1阳台,2,0,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
4865201714,"39.808457,116.250367",60,http://bj.xiaozhu.com/fangzi/4865201714.html,单间出租,0,通州新华大街甲127号,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,1,12,2室1厅1卫1厨0阳台,2,1,1,1,0,2,4,可能与其他房客分住不同房间,1,bj,
4462678013,"39.762062,116.317457",59,http://bj.xiaozhu.com/fangzi/4462678013.html,沙发出租,0,大兴住总兴康家园,4265343113,http://www.xiaozhu.com/fangdong/4265343113/,1,10,2室2厅1卫1厨1阳台,2,2,1,1,1,1,3,可能与其他房客分享一个房间,1,bj,
5132816613,"39.857007,116.317107",60,http://bj.xiaozhu.com/fangzi/5132816613.html,单间出租,0,丰台三环新城六号院一号楼,2565875363,http://www.xiaozhu.com/fangdong/2565875363/,1,9,3室1厅1卫1厨1阳台,3,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3272323430,"40.120088,116.373467",60,http://bj.xiaozhu.com/fangzi/3272323430.html,单间出租,1,昌平温都水城宏福苑小区,3272249829,http://www.xiaozhu.com/fangdong/3272249829/,1,25,3室2厅1卫1厨2阳台,3,2,1,1,2,2,4,可能与其他房客分住不同房间,1,bj,
4721082214,"40.158785,116.288909",60,http://bj.xiaozhu.com/fangzi/4721082214.html,单间出租,0,昌平沙河镇兆丰家园东区7栋5单元,4720969213,http://www.xiaozhu.com/fangdong/4720969213/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2940594462,"40.289231,116.266676",60,http://bj.xiaozhu.com/fangzi/2940594462.html,单间出租,1,昌平十三陵镇德陵村,2908471863,http://www.xiaozhu.com/fangdong/2908471863/,2,50,3室1厅3卫2厨4阳台,3,1,3,2,4,1,4,可能与其他房客分住不同房间,1,bj,
1989270771,"40.170353,116.267413",65,http://bj.xiaozhu.com/fangzi/1989270771.html,单间出租,4,昌平沙河高教园北街家园8区,1989225671,http://www.xiaozhu.com/fangdong/1989225671/,1,25,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,2,bj,
4312799014,"39.880973,116.706318",65,http://bj.xiaozhu.com/fangzi/4312799014.html,单间出租,3,通州土桥金隅自由筑小区,4299078013,http://www.xiaozhu.com/fangdong/4299078013/,2,53,2室1厅1卫1厨0阳台,2,1,1,1,0,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
2625923562,"40.151289,116.290373",64,http://bj.xiaozhu.com/fangzi/2625923562.html,单间出租,4,昌平沙河地铁站巩华家园东一村,551335900,http://www.xiaozhu.com/fangdong/551335900/,1,15,3室1厅2卫1厨1阳台,3,1,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3899314329,"39.91489,116.567043",65,http://bj.xiaozhu.com/fangzi/3899314329.html,沙发出租,0,朝阳建国路18号,3252198329,http://www.xiaozhu.com/fangdong/3252198329/,1,35,4室1厅2卫1厨2阳台,4,1,2,1,2,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2677519862,"39.856009,116.365608",65,http://bj.xiaozhu.com/fangzi/2677519862.html,床位出租,5,丰台草桥东路28号院,2647861763,http://www.xiaozhu.com/fangdong/2647861763/,1,26,2室2厅1卫1厨1阳台,2,2,1,1,1,1,3,可能与其他房客分享一个房间,1,bj,
2510083763,"39.771816,116.213824",66,http://bj.xiaozhu.com/fangzi/2510083763.html,单间出租,5,房山京良路，地铁房山线长阳站西500米，康泽佳苑,176057100,http://www.xiaozhu.com/fangdong/176057100/,1,15,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
4515623513,"39.894663,116.674501",66,http://bj.xiaozhu.com/fangzi/4515623513.html,单间出租,2,通州北杨洼小区,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,1,24,2室1厅1卫0厨2阳台,2,1,1,0,2,2,4,可能与其他房客分住不同房间,1,bj,
4862540813,"39.934686,116.621814",69,http://bj.xiaozhu.com/fangzi/4862540813.html,沙发出租,2,朝阳中弘北京像素五里桥一街1号院北5号楼,4861225913,http://www.xiaozhu.com/fangdong/4861225913/,2,45,2室1厅1卫1厨0阳台,2,1,1,1,0,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2382270962,"40.170353,116.267413",69,http://bj.xiaozhu.com/fangzi/2382270962.html,单间出租,4,昌平沙河高教园北街家园8区,1989225671,http://www.xiaozhu.com/fangdong/1989225671/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
3725009029,"39.89765,116.471337",69,http://bj.xiaozhu.com/fangzi/3725009029.html,床位出租,5,朝阳广渠门外66号院,2316085027,http://www.xiaozhu.com/fangdong/2316085027/,1,7,2室1厅1卫1厨2阳台,2,1,1,1,2,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2666366062,"39.856009,116.365608",69,http://bj.xiaozhu.com/fangzi/2666366062.html,床位出租,5,丰台草桥东路28号院,2647861763,http://www.xiaozhu.com/fangdong/2647861763/,1,10,2室2厅1卫1厨1阳台,2,2,1,1,1,1,3,可能与其他房客分享一个房间,1,bj,
3105442128,"39.766492,116.194421",69,http://bj.xiaozhu.com/fangzi/3105442128.html,沙发出租,1,"房山长阳篱笆房国际花园,3号院",717794038,http://www.xiaozhu.com/fangdong/717794038/,2,108,3室1厅1卫1厨1阳台,3,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
1302166835,"40.084435,116.375145",68,http://bj.xiaozhu.com/fangzi/1302166835.html,床位出租,4,昌平华龙苑中里,1035554478,http://www.xiaozhu.com/fangdong/1035554478/,1,10,2室1厅1卫1厨1阳台,2,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
4580729813,"39.765224,116.553021",68,http://bj.xiaozhu.com/fangzi/4580729813.html,单间出租,5,通州马驹桥神龙辛屯小区,4469461013,http://www.xiaozhu.com/fangdong/4469461013/,1,12,4室2厅2卫1厨2阳台,4,2,2,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
5294541113,"39.894149,116.308789",68,http://bj.xiaozhu.com/fangzi/5294541113.html,床位出租,0,丰台莲香园小区,1545508035,http://www.xiaozhu.com/fangdong/1545508035/,1,12,2室1厅1卫1厨1阳台,2,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
2632130862,"40.081348,116.4189",68,http://bj.xiaozhu.com/fangzi/2632130862.html,单间出租,5,昌平天通苑西二区(离地铁站天通苑5分钟),1331436335,http://www.xiaozhu.com/fangdong/1331436335/,1,10,3室1厅2卫0厨0阳台,3,1,2,0,0,2,4,可能与其他房客分住不同房间,1,bj,
2387269662,"40.081348,116.4189",69,http://bj.xiaozhu.com/fangzi/2387269662.html,单间出租,5,昌平天通苑西二区(离地铁站天通苑5分钟),1331436335,http://www.xiaozhu.com/fangdong/1331436335/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,2,4,可能与其他房客分住不同房间,1,bj,
2667387763,"39.853407,116.373691",69,http://bj.xiaozhu.com/fangzi/2667387763.html,床位出租,2,丰台嘉园二里35号楼,1748391135,http://www.xiaozhu.com/fangdong/1748391135/,1,30,1室1厅1卫1厨1阳台,1,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
5194875613,"39.766492,116.194421",69,http://bj.xiaozhu.com/fangzi/5194875613.html,单间出租,0,"房山长阳篱笆房国际花园,3号院",717794038,http://www.xiaozhu.com/fangdong/717794038/,1,18,2室1厅1卫1厨2阳台,2,1,1,1,2,2,4,可能与其他房客分住不同房间,1,bj,
1678182635,"39.907452,116.600273",69,http://bj.xiaozhu.com/fangzi/1678182635.html,床位出租,5,朝阳远洋一方,1158666305,http://www.xiaozhu.com/fangdong/1158666305/,1,5,1室1厅1卫1厨1阳台,1,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
938605060,"39.870483,116.484276",68,http://bj.xiaozhu.com/fangzi/938605060.html,床位出租,4,朝阳周庄嘉园,938588859,http://www.xiaozhu.com/fangdong/938588859/,2,60,1室1厅1卫1厨2阳台,1,1,1,1,2,1,2,与房东合住可能与房东或其他房客分享一个房间,4,bj,2015-04-12
3831350729,"40.055194,116.179765",68,http://bj.xiaozhu.com/fangzi/3831350729.html,沙发出租,0,海淀温泉凯盛家园,1212381105,http://www.xiaozhu.com/fangdong/1212381105/,2,80,2室1厅1卫1厨1阳台,2,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
4447902514,"39.758976,116.333788",69,http://bj.xiaozhu.com/fangzi/4447902514.html,单间出租,0,大兴枣园小区24号楼,4447831113,http://www.xiaozhu.com/fangdong/4447831113/,1,15,2室1厅1卫1厨1阳台,2,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
1750740734,"39.973949,116.31311",68,http://bj.xiaozhu.com/fangzi/1750740734.html,单间出租,3,海淀万泉河路,75154300,http://www.xiaozhu.com/fangdong/75154300/,1,20,3室1厅1卫1厨3阳台,3,1,1,1,3,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
662028401,"40.093941,116.449547",68,http://bj.xiaozhu.com/fangzi/662028401.html,单间出租,5,昌平回南路,62880600,http://www.xiaozhu.com/fangdong/62880600/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,1,4,可能与其他房客分住不同房间,1,bj,
5068622613,"39.765224,116.553021",68,http://bj.xiaozhu.com/fangzi/5068622613.html,单间出租,0,通州马驹桥神龙辛屯小区,4469461013,http://www.xiaozhu.com/fangdong/4469461013/,1,10,4室2厅2卫1厨2阳台,4,2,2,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4533639814,"39.874968,116.465387",68,http://bj.xiaozhu.com/fangzi/4533639814.html,单间出租,2,朝阳嘉多丽园,4507372213,http://www.xiaozhu.com/fangdong/4507372213/,1,12,4室2厅2卫1厨2阳台,4,2,2,1,2,1,4,可能与其他房客分住不同房间,1,bj,
1845823035,"39.767838,116.55381",68,http://bj.xiaozhu.com/fangzi/1845823035.html,单间出租,2,通州马驹桥镇莲水怡园小区,1116294478,http://www.xiaozhu.com/fangdong/1116294478/,1,10,3室1厅1卫1厨1阳台,3,1,1,1,1,3,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
432710100,"40.094326,116.448349",68,http://bj.xiaozhu.com/fangzi/432710100.html,单间出租,4,昌平天通苑,62880600,http://www.xiaozhu.com/fangdong/62880600/,1,10,3室1厅2卫1厨2阳台,3,1,2,1,2,1,4,可能与其他房客分住不同房间,1,bj,
3196977929,"39.936245,116.65387",69,http://bj.xiaozhu.com/fangzi/3196977929.html,床位出租,0,通州永顺镇,1252697635,http://www.xiaozhu.com/fangdong/1252697635/,1,20,2室1厅1卫1厨1阳台,2,1,1,1,1,2,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
1325942035,"39.934959,116.583885",68,http://bj.xiaozhu.com/fangzi/1325942035.html,单间出租,1,朝阳苹果派,78117600,http://www.xiaozhu.com/fangdong/78117600/,1,12,20室0厅3卫1厨0阳台,20,0,3,1,0,2,4,可能与其他房客分住不同房间,1,bj,
469194001,"39.862324,116.30468",68,http://bj.xiaozhu.com/fangzi/469194001.html,床位出租,5,丰台东营里小区,435840200,http://www.xiaozhu.com/fangdong/435840200/,1,20,1室1厅1卫1厨1阳台,1,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,2014-07-31
1224681805,"39.891544,116.45816",70,http://bj.xiaozhu.com/fangzi/1224681805.html,沙发出租,4,朝阳劲松二区229号楼,119619400,http://www.xiaozhu.com/fangdong/119619400/,1,30,3室1厅1卫1厨0阳台,3,1,1,1,0,1,3,可能与其他房客分享一个房间,1,bj,
3334685829,"40.158367,116.305923",70,http://bj.xiaozhu.com/fangzi/3334685829.html,床位出租,3,昌平沙河镇沙河地铁绿城雅居小区,533954400,http://www.xiaozhu.com/fangdong/533954400/,1,20,3室2厅2卫1厨1阳台,3,2,2,1,1,3,3,可能与其他房客分享一个房间,1,bj,
4964615113,"39.808457,116.250367",70,http://bj.xiaozhu.com/fangzi/4964615113.html,单间出租,0,通州新华大街甲127号,3005969129,http://www.xiaozhu.com/fangdong/3005969129/,1,20,2室2厅1卫1厨1阳台,2,2,1,1,1,3,1,与房东分别住不同房间可能与其他房客分住不同房间,2,bj,
4146882930,"40.158289,116.310037",70,http://bj.xiaozhu.com/fangzi/4146882930.html,单间出租,1,昌平百沙路绿城雅居4号楼7单元,3634459929,http://www.xiaozhu.com/fangdong/3634459929/,1,25,2室1厅1卫1厨2阳台,2,1,1,1,2,2,4,可能与其他房客分住不同房间,1,bj,
4582069414,"40.01812,116.532808",70,http://bj.xiaozhu.com/fangzi/4582069414.html,沙发出租,0,朝阳崔各庄,4582029413,http://www.xiaozhu.com/fangdong/4582029413/,2,85,2室1厅1卫1厨1阳台,2,1,1,1,1,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
1932863871,"39.807259,116.385239",70,http://bj.xiaozhu.com/fangzi/1932863871.html,沙发出租,0,丰台南苑街道红房子路口南西宏苑小区9号楼,1015782559,http://www.xiaozhu.com/fangdong/1015782559/,2,98,2室1厅1卫1厨2阳台,2,1,1,1,2,1,2,与房东合住可能与房东或其他房客分享一个房间,1,bj,
1636280935,"39.925205,116.627083",70,http://bj.xiaozhu.com/fangzi/1636280935.html,单间出租,4,朝阳常营东路,1636207635,http://www.xiaozhu.com/fangdong/1636207635/,1,15,3室2厅2卫1厨1阳台,3,2,2,1,1,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
4606636414,"39.89437,116.64559",70,http://bj.xiaozhu.com/fangzi/4606636414.html,单间出租,0,通州巴克寓所,4606064313,http://www.xiaozhu.com/fangdong/4606064313/,1,18,2室1厅1卫1厨1阳台,2,1,1,1,1,1,1,与房东分别住不同房间可能与其他房客分住不同房间,1,bj,
