hid,location,price,link,type,comNum,houseName,fdid,fdlink,area_type,area,rooms,bedroom,livingroom,bathroom,kitchen,balcony,guestsnum,category,living_condition,beds,CITY
4434808713,"30.307682,120.115332",798,http://hz.xiaozhu.com/fangzi/4434808713.html,整租,0,拱墅萍水街万家花城,2380852063,http://www.xiaozhu.com/fangdong/2380852063/,2,150,3室2厅2卫1厨3阳台,3,2,2,1,3,7,5,房客独享整套房屋,4,hz
2545877463,"30.277411,120.186933",798,http://hz.xiaozhu.com/fangzi/2545877463.html,整租,2,下城宝善公寓,245326800,http://www.xiaozhu.com/fangdong/245326800/,2,137,3室2厅2卫1厨1阳台,3,2,2,1,1,8,5,房客独享整套房屋,4,hz
2789906862,"29.609726,119.038159",798,http://hz.xiaozhu.com/fangzi/2789906862.html,整租,0,淳安千岛湖镇美都千岛碧云天景观公寓,2365966563,http://www.xiaozhu.com/fangdong/2365966563/,2,150,3室2厅2卫1厨2阳台,3,2,2,1,2,8,5,房客独享整套房屋,4,hz
2079113681,"29.77532,119.715638",798,http://hz.xiaozhu.com/fangzi/2079113681.html,整租,0,桐庐大奇山路1088号巴比松庄园内,2076703582,http://www.xiaozhu.com/fangdong/2076703582/,2,25,1室0厅1卫0厨0阳台,1,0,1,0,0,2,5,房客独享整套房屋,1,hz
1674984835,"30.300575,120.16022",800,http://hz.xiaozhu.com/fangzi/1674984835.html,整租,4,拱墅德胜假山路(胜利河美食街河对岸),1662120435,http://www.xiaozhu.com/fangdong/1662120435/,2,120,3室1厅1卫1厨1阳台,3,1,1,1,1,7,5,房客独享整套房屋,3,hz
2654811362,"30.261185,120.078968",800,http://hz.xiaozhu.com/fangzi/2654811362.html,单间出租,0,西湖天目山路383号,1660170335,http://www.xiaozhu.com/fangdong/1660170335/,1,40,6室2厅4卫1厨3阳台,6,2,4,1,3,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,hz
4355362213,"29.876919,119.866626",800,http://hz.xiaozhu.com/fangzi/4355362213.html,单间出租,0,富阳鹿山街道,4168831529,http://www.xiaozhu.com/fangdong/4168831529/,1,20,3室2厅3卫1厨2阳台,3,2,3,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,hz
4330896714,"29.876919,119.866626",800,http://hz.xiaozhu.com/fangzi/4330896714.html,单间出租,0,富阳鹿山街道,4168831529,http://www.xiaozhu.com/fangdong/4168831529/,1,20,3室2厅3卫1厨2阳台,3,2,3,1,2,2,1,与房东分别住不同房间可能与其他房客分住不同房间,1,hz
3354393830,"30.236157,119.451645",800,http://hz.xiaozhu.com/fangzi/3354393830.html,整租,0,临安於潜镇绍鲁村天目谷木屋山庄,2640248763,http://www.xiaozhu.com/fangdong/2640248763/,2,60,2室2厅1卫0厨1阳台,2,2,1,0,1,6,5,房客独享整套房屋,3,hz
2148500259,"30.188693,120.095766",828,http://hz.xiaozhu.com/fangzi/2148500259.html,整租,1,西湖梅灵南路,2141508060,http://www.xiaozhu.com/fangdong/2141508060/,2,30,1室0厅1卫1厨0阳台,1,0,1,1,0,3,5,房客独享整套房屋,2,hz
3196200131,"30.281904,120.175688",858,http://hz.xiaozhu.com/fangzi/3196200131.html,整租,0,下城深蓝广场,2881186663,http://www.xiaozhu.com/fangdong/2881186663/,2,160,2室2厅2卫1厨2阳台,2,2,2,1,2,5,5,房客独享整套房屋,2,hz
1390512035,"30.318619,120.138238",870,http://hz.xiaozhu.com/fangzi/1390512035.html,整租,2,拱墅小河和盛街天阳上河,1386222335,http://www.xiaozhu.com/fangdong/1386222335/,2,120,3室2厅2卫1厨1阳台,3,2,2,1,1,8,5,房客独享整套房屋,3,hz
2790163862,"30.249651,120.112888",880,http://hz.xiaozhu.com/fangzi/2790163862.html,整租,0,西湖灵隐白乐桥,2505783063,http://www.xiaozhu.com/fangdong/2505783063/,2,60,3室2厅1卫1厨1阳台,3,2,1,1,1,8,5,房客独享整套房屋,3,hz
1789883935,"30.379124,119.86908",880,http://hz.xiaozhu.com/fangzi/1789883935.html,整租,1,余杭径山镇径山村桐桥,1786082835,http://www.xiaozhu.com/fangdong/1786082835/,2,32,1室0厅1卫0厨1阳台,1,0,1,0,1,2,5,房客独享整套房屋,2,hz
1791033735,"30.380136,119.870049",880,http://hz.xiaozhu.com/fangzi/1791033735.html,整租,0,余杭径山镇径山村桐桥,1786082835,http://www.xiaozhu.com/fangdong/1786082835/,2,32,1室0厅1卫0厨1阳台,1,0,1,0,1,2,5,房客独享整套房屋,2,hz
4595204214,"30.258796,120.176311",880,http://hz.xiaozhu.com/fangzi/4595204214.html,整租,0,上城岳王路1号东方金座A座,2602624363,http://www.xiaozhu.com/fangdong/2602624363/,2,90,2室2厅1卫1厨0阳台,2,2,1,1,0,4,5,房客独享整套房屋,3,hz
4304745813,"30.054182,119.585412",880,http://hz.xiaozhu.com/fangzi/4304745813.html,整租,0,富阳洞桥镇大坞村,4304028913,http://www.xiaozhu.com/fangdong/4304028913/,2,30,1室0厅1卫0厨1阳台,1,0,1,0,1,3,5,房客独享整套房屋,2,hz
3913379829,"30.410365,119.839603",880,http://hz.xiaozhu.com/fangzi/3913379829.html,单间出租,0,余杭径山镇双溪村,3884063429,http://www.xiaozhu.com/fangdong/3884063429/,2,47,3室2厅4卫1厨5阳台,3,2,4,1,5,2,4,可能与其他房客分住不同房间,1,hz
1925781571,"30.251266,120.114265",880,http://hz.xiaozhu.com/fangzi/1925781571.html,整租,0,西湖西湖区白乐桥131号,1924917471,http://www.xiaozhu.com/fangdong/1924917471/,2,25,1室0厅1卫0厨0阳台,1,0,1,0,0,2,5,房客独享整套房屋,1,hz
1926121270,"30.251266,120.114265",880,http://hz.xiaozhu.com/fangzi/1926121270.html,整租,0,西湖西湖区白乐桥131号,1924917471,http://www.xiaozhu.com/fangdong/1924917471/,2,30,1室1厅1卫0厨0阳台,1,1,1,0,0,2,5,房客独享整套房屋,1,hz
3884180630,"30.410365,119.839603",880,http://hz.xiaozhu.com/fangzi/3884180630.html,单间出租,0,余杭径山镇双溪村,3884063429,http://www.xiaozhu.com/fangdong/3884063429/,2,50,3室2厅4卫1厨5阳台,3,2,4,1,5,2,4,可能与其他房客分住不同房间,1,hz
3798872629,"30.273085,120.175329",888,http://hz.xiaozhu.com/fangzi/3798872629.html,单间出租,0,下城中山北路平安居,3746183229,http://www.xiaozhu.com/fangdong/3746183229/,2,45,3室2厅2卫1厨3阳台,3,2,2,1,3,3,1,与房东分别住不同房间可能与其他房客分住不同房间,1,hz
4287842514,"30.265528,120.173387",888,http://hz.xiaozhu.com/fangzi/4287842514.html,整租,0,下城竹竿巷,4287666313,http://www.xiaozhu.com/fangdong/4287666313/,2,86,3室1厅1卫1厨2阳台,3,1,1,1,2,7,5,房客独享整套房屋,4,hz
2029477582,"30.219655,120.221421",890,http://hz.xiaozhu.com/fangzi/2029477582.html,整租,5,滨江星耀城2幢,1970491071,http://www.xiaozhu.com/fangdong/1970491071/,2,42,1室1厅2卫0厨1阳台,1,1,2,0,1,3,5,房客独享整套房屋,2,hz
2148428459,"30.188693,120.095766",938,http://hz.xiaozhu.com/fangzi/2148428459.html,整租,0,西湖梅灵南路,2141508060,http://www.xiaozhu.com/fangdong/2141508060/,2,30,1室0厅1卫1厨0阳台,1,0,1,1,0,2,5,房客独享整套房屋,1,hz
4175888730,"29.78742,119.70917",960,http://hz.xiaozhu.com/fangzi/4175888730.html,整租,0,桐庐桐君春江大奇山居,4175366529,http://www.xiaozhu.com/fangdong/4175366529/,2,160,4室2厅3卫1厨5阳台,4,2,3,1,5,8,5,房客独享整套房屋,4,hz
4304851713,"30.054182,119.585412",980,http://hz.xiaozhu.com/fangzi/4304851713.html,整租,0,富阳洞桥镇大坞村,4304028913,http://www.xiaozhu.com/fangdong/4304028913/,2,50,2室0厅1卫0厨0阳台,2,0,1,0,0,3,5,房客独享整套房屋,2,hz
