"sight_name","sight_id","level","location","price","score","num_comment","city_id","address"
"东天目山","1000246794","4A景区","119.533229,30.317248","9","4.7","551","hangzhou","浙江省杭州市临安市太湖源镇东天目村"
"水木清华","1000335831","0","116.328215,40.002747","0","4","1","beijing","北京市海淀区清华大学"
"成都锦江川剧院","1000447180","0","104.086415,30.665352","0","4.9","1541","chengdu","四川省成都市锦江区华兴正街54号"
"上海胜利草莓园","1000700861","0","0.0,0.0","0","5","2","shanghai","上海市青浦区胜利路（友爱社区旁）"
"百里竹海观音洞景区","1000811646","0","107.575387,30.691644","0","4.5","24","chongqing","重庆梁平县丛林乡杉树湾村"
"北京光洞穴之奇点密室","1000842952","0","116.35709,39.768086","0","0","0","beijing","北京市大兴区金星路12号院2号楼2层0218"
"耕岛","100114121","0","120.557101,31.217479","0","0","0","suzhou","江苏省苏州市吴中区尧旺路"
"四川大学美术馆","1001622758","0","104.001701,30.561616","0","0","0","chengdu","四川省成都市双流县四川大学美术馆"
"雁荡路步行休闲街","1003474603","0","121.469755,31.219357","0","4","1","shanghai","上海市卢湾区北部"
"天寿庵","100376092","0","116.39455393769,39.940212941945","0","0","0","beijing","在西城区龙头井42号"
"成都易达专车","1004220791","0","103.965704,30.574579","0","0","0","chengdu","四川省成都市双流国际机场T2航站楼出口"
"金星游泳馆","1004812673","0","116.386736,39.770651","0","3.3","3","beijing","北京市大兴区西红门镇金华园小区"
"周庄沈记农家菜馆","1005048233","0","120.856163,31.118393","0","0","0","suzhou","江苏省苏州昆山市周庄古镇西湾街20号"
"慕和南道游泳馆","1005178874","0","104.05876,30.534046","0","0","0","chengdu","四川省成都市双流县华府大道1段慕和南道小区"
"月光码头","1005492022","0","120.711335,31.327109","0","4.6","131","suzhou","浙江苏州工业园区雕塑路与翠园路交汇处"
"飞龙谷自然风景区","1005495402","0","117.26160742924,40.219277470715","0","0","0","beijing","北京市平谷区胡关路京东大溶洞"
"长藤鬼校","1005610160","0","104.063732,30.680106","0","4.3","7","chengdu","四川省成都市青羊区西大街1号新城市广场D栋3楼"
"缙云大众温泉","1005870191","0","106.376691,29.864016","0","0","0","chongqing","重庆市北碚区"
"锁岛","1005951756","0","119.015194,29.62147","0","0","0","hangzhou","浙江省杭州市淳安县千岛湖五龙岛景区"
"惠聚游泳馆","100665006","0","116.505102,39.884885","0","4.7","23","beijing","北京市朝阳区东四环窑洼湖桥东500米"
"北京中体奥冰壶俱乐部","1006671070","0","116.632517,40.323216","0","0","0","beijing","北京市怀柔府前西街9号"
"古陶文明博物馆","1006825764","0","116.363733,39.879194","0","4.3","14","beijing","北京市西城区右安门内西街12号"
"御食园","1008414409","0","116.692197,40.353691","0","0","0","beijing","北京市怀柔区雁栖经济开发区乐园大街31号"
"成都工业文明博物馆","1009282143","0","104.120179,30.673033","0","0","0","chengdu","四川省成都市成华区建设南路成都工业文明博物馆"
"御泉河漂流","1010145088","0","107.474852,29.622672","0","4.7","57","chongqing","重庆市涪陵区御泉河景区内"
"五道庙","1010955435","0","116.385390839,39.8918127448","0","0","0","beijing","北京市西城区韩家潭西口铁树斜街与樱桃斜街之间的路口处"
"殊兰瓷舍","1010983136","0","121.417584,31.239536","0","4","1","shanghai","上海市普陀区中山北路3329-5号"
"金堂梨花沟温泉度假村","1011398862","0","104.50209,30.899562","0","0","0","chengdu","四川省成都市金堂县梨花沟3组"
"南滨路","101153407","0","106.604015,29.615089","0","4.4","94","chongqing","重庆市南岸区亚太路1号-附122号"
"八达岭饭店","1011796970","0","116.016665,40.361947","0","5","4","beijing","北京市延庆县八达岭长城八达岭饭店"
"泉流千秋","1012553755","0","119.60030612131,29.960336913493","0","0","0","hangzhou","浙江省杭州市桐庐县"
"宣武艺园","1012637640","0","116.36515,39.901074","0","0","0","beijing","北京市西城区（原宣武区）槐柏树街12号"
"高达国际健身俱乐部","1012778368","0","116.320583,39.697015","0","0","0","beijing","北京市大兴区生物医药基地天华大街绿地启航国际3号楼3层"
"成都双流机场直通车","1012819774","0","103.965134,30.584763","0","4.9","93","chengdu","四川成都双流县"
"都江堰阆苑花季主题酒店养生温泉","1013672599","0","103.618587,30.929637","0","0","0","chengdu","四川省成都市都江堰市青城大道中兴镇花木城内"
"有家国际青年旅舍","1014122776","0","116.48431,39.92232","0","0","0","beijing","北京市朝阳区朝阳路金台里10号楼"
"奥北阳光健身汇","1015156402","0","116.420976,40.12312","0","4.5","10","beijing","北京市昌平区北七家宝迪大酒店五层"
"UCAN亲子乐园西溪印象城店","1016535878","0","120.057058,30.253581","0","0","0","hangzhou","浙江省杭州市余杭区五常大道1号西溪印象城3楼"
"古莲池","1016572779","0","120.90780227495,31.191458661784","0","0","0","suzhou","江苏省苏州昆山市锦溪"
"沉浸式亲子娱乐体验馆《魔法旅行团》","1017350710","0","116.327886,39.917362","0","0","0","beijing","北京市海淀区复兴路甲9号中华世纪坛南广场（魔法旅行团）"
"上海消防博物馆","101904710","0","121.417865,31.224182","0","0","0","shanghai","上海市长宁区中山西路229号（长宁路口）"
"西彭葡萄园","1020792947","0","106.332733,29.350666","0","0","0","chongqing","重庆市九龙坡区真武宫村"
"里隐景区","1020988658","0","107.061323,29.028313","0","4.9","67","chongqing","重庆市南川区南平镇永安村"
"滴水湖壹号码头","1022622585","0","121.863221,30.872528","0","0","0","shanghai","上海浦东新区环湖西一路1号"
"玉垒山","1022801258","0","103.62163,31.00768","0","0","0","chengdu","四川省成都市都江堰市区"
"翠明庄","1023045383","0","116.412879,39.92102","0","0","0","beijing","北京市东城区南河沿大街1号"
"奉节诗橙灯会","1023092133","0","109.408891,31.021142","0","5","3","chongqing","重庆市奉节县朱衣滨河公园"
"云梦仙境京北漂流","1023933404","0","116.702776,40.626142","0","4.9","697","beijing","北京市怀柔区琉璃庙镇东峪村云梦仙境自然风景区龙潭涧景区"
"白水寺","1024485864","0","115.958362,39.753871","0","0","0","beijing","北京市房山区西北6公里歇山岗"
"捷豹拓展（知春园CS）","1024692125","0","104.142123,30.594657","0","5","1","chengdu","四川省成都市锦江区三圣乡幸福梅林游客接待中心旁知春园农家乐"
"虹口","1024784596","0","103.633989,31.070016","0","0","0","chengdu","四川省成都都江堰市虹口乡"
"牛舌口峡谷","1025299670","0","106.485618,30.067749","0","0","0","chongqing","重庆市合川区"
"云佛山大溶洞","1025422130","0","116.8453805952,40.43467879661","0","4.4","16","beijing","北京市密云县云佛山度假村"
"《醉巴渝》湖广会馆 非遗演出","1025754131","0","106.594559,29.564863","0","5","6","chongqing","重庆市长江滨江路芭蕉园1号"
"飞旋驼峰","1026279702","0","121.224063,31.102405","0","0","0","shanghai","上海市松江区林湖路888号欢乐谷内"
"极顶晨光","1026412215","0","115.65423,39.787487","0","0","0","beijing","北京市房山区百草畔景区内"
"探空飞梭","1026730784","0","121.413983,31.144323","0","0","0","shanghai","上海市闵行区虹梅路201号锦江乐园内"
"镇岗塔","1027942968","0","116.176751,39.821474","0","0","0","beijing","北京市丰台区长辛店乡云岗村"
"五洲皇冠国际酒店第十二届德国啤酒节","1028230074","0","116.411834,39.996332","0","0","0","beijing","北京市朝阳区北四环中路8号五洲皇冠国际酒店花园会所"
"金中都太液池遗址","1028957644","0","116.353271,39.885177","0","0","0","beijing","北京市西城区（原宣武区）广安门外南街"
"圣米厄尔教堂","1030463814","0","116.418502,39.909026","0","0","0","beijing","北京市东城区台基厂大街14号"
"东溪古镇","1030841141","0","106.673096,28.767366","0","3.3","3","chongqing","重庆綦江县东溪镇"
"重庆海昌加勒比海水世界","1030925846","0","106.620337,29.562539","0","4.9","3031","chongqing","重庆市南岸区崇文路35号"
"塘栖古镇","1031029233","0","120.196536,30.485762","0","4.5","256","hangzhou","浙江省杭州市余杭区"
"变形金刚汽车人联盟全球巡展重庆站","1031237789","0","106.529085,29.600259","0","4.3","24","chongqing","重庆市渝北区新光天地天空之城8F"
"雕窝村民俗旅游村","103126247","0","117.256924,40.265468","0","0","0","beijing","北京市平谷区黄松峪乡深山雕窝"
"大明山","103139723","4A景区","119.001496,30.062805","85","4.8","3687","hangzhou","浙江省杭州临安市清凉峰镇白果村"
"牵缘DIY巧克力工坊","1032093157","0","121.23954,31.012377","0","4","1","shanghai","上海市松江区中山中路庙前街2楼48号"
"成都欢乐谷","1032158766","4A景区","104.040108,30.729181","69","4.9","22934","chengdu","四川省成都市金牛区西华大道16号（近北三环交大立交）"
"奉贤玉穗绿苑","103219960","0","121.50814053894,30.892665769169","0","0","0","shanghai","上海市奉贤区海湾镇海兴路888号"
"题字碑","1032327223","0","116.32787309606,39.917373412743","0","0","0","beijing","北京市海淀区中华世纪坛"
"遂园昆曲《牡丹亭》","1032680751","0","120.956649,31.395332","0","0","0","suzhou","江苏省苏州市昆山市马鞍山路1号"
"外滩十八号","1033219668","0","121.496245,31.244179","0","4.5","2","shanghai","上海市黄浦区中山东一路18号"
"浙西天池","1035643133","0","119.082158,30.263704","0","4.4","59","hangzhou","浙江省杭州临安市大峡谷镇"
"紫海香堤香草艺术庄园","1036546936","0","117.219131,40.65918","0","4.3","102","beijing","北京市密云县古北口镇汤河村北大街9号"
"伟望公社","1036847026","0","116.211375,39.746745","0","0","0","beijing","北京市房山区长阳镇保合庄牛家场村东800米"
"咱家农场","1036923841","0","116.157452,39.796621","0","0","0","beijing","北京市丰台王庄高速19号出口，地铁房山线篱笆房站"
"多米诺甜品","1037365529","0","120.524617,31.284794","0","0","0","suzhou","江苏省苏州市木渎镇国际影视城3号楼1楼"
"重庆柏联温泉","103771864","0","106.422846,29.863005","0","4.9","467","chongqing","重庆市北碚区北温泉公园"
"成都大逃脱家密室","103823089","0","104.112954,30.67641","0","0","0","chengdu","四川省成都市成华区建设路8号（近伊藤洋华堂，高地中心）"
"首都体育学院游泳馆","1039318508","0","116.353733,39.976423","0","5","17","beijing","北京市海淀区北三环西路11号蓟门桥西侧首都体育学院游泳馆(近北门)"
"奥秘之家密室逃脱（苏州站）","1039351803","0","120.640023,31.318534","0","0","0","suzhou","江苏苏州市平江区大儒巷60号"
"金辉滑雪场","1039430053","0","116.166232,40.04443","0","4.9","56","beijing","北京市海淀区温泉镇温泉村双坡路"
"九眼楼","1041532347","0","116.49846782711,40.497297921997","0","0","0","beijing","北京市延庆县四海镇郭石路"
"天硕梦幻雪世界","1042235229","0","116.394693,40.07572","0","5","2","beijing","北京市昌平天通苑东小口镇单村256号天硕高尔夫球场"
"桃花海","1043086604","0","117.03903,40.264977","0","0","0","beijing","北京市平谷区大华山镇（近桃花源）"
"三阶密室逃脱","1043244317","0","104.08559,30.663977","0","4.7","71","chengdu","四川省成都市锦江区春熙路北口王府井百货c座15楼"
"统景印盒李花生态旅游区","1043762561","0","106.836991,29.91086","0","3","1","chongqing","重庆市渝北区统景镇印盒村"
"罗生门密室逃脱俱乐部(亚运村店）","1043778204","0","116.429274,40.00105","0","0","0","beijing","北京市朝阳区小营路9号亚运豪庭C座7层7A室（亚运村）"
"何日君温泉水疗（倪家桥店）","1044594896","0","104.071404,30.630718","0","4.7","9","chengdu","四川省成都市武侯区倪家桥2号附8号"
"刘少奇革命活动纪念地","1044890858","0","116.402966,39.810927","0","0","0","beijing","北京市西城区四眼井胡同10号"
"金篮子戏水乐园","1045379964","0","116.80332,39.714738","0","0","0","beijing","北京市通州区永乐店镇坚村村委会北"
"大宁河风景区","1045591915","0","109.89587,31.086817","0","0","0","chongqing","重庆市巫溪县大宁河剪刀峡内"
"御源纳米汗蒸馆（北泉路店）","1045670140","0","104.239343,30.577596","0","0","0","chengdu","四川省成都市龙泉驿区驿都中路900号御源大湖区53栋1单元301"
"In Sports滑雪体验VR","104589071","0","116.465822,39.913509","0","0","0","beijing","北京市朝阳区建国门外大街2号院4号楼银泰中心一层in sports"
"冰雪极地嘉年华（成都万象城站）","1046244168","0","104.121792,30.654929","0","3","2","chengdu","成都市成华区双庆路8号万象城后门地上停车场"
"《水墨同里新珍珠塔传奇》大型室内水乡情景演出","1046262611","0","120.725662,31.163766","0","4.7","242","suzhou","江苏省苏州市吴江区同里镇退思广场"
"万卷堂","1047169081","0","120.64002254857,31.303958035138","0","0","0","suzhou","苏州沧浪区网师园内"
"常熟沙家浜温泉","1048471578","0","120.804428,31.555493","0","4.4","5","suzhou","江苏省苏州常熟市沙家浜镇芦苇荡风景区附近"
"杭州海底世界","1048673142","0","120.162161,30.240049","0","4.9","3856","hangzhou","浙江省杭州市西湖区南山路49号"
"通州罗斯福广场","1048888087","0","116.664862,39.895747","0","0","0","beijing","北京市通州区京津公路辅路"
"崇文门饭店","1049064621","0","116.424089,39.906659","0","0","0","beijing","北京市东城区（原崇文区）崇文门西大街2号（北京火车站向西1公里）"
"?成都市妇女儿童中心","1049548926","0","104.12277565872,30.647205096755","0","0","0","chengdu","四川省成都市锦江区东大路与东汇街路口"
"同里绿色草莓园","1049596581","0","120.729744,31.157463","0","5","3","suzhou","江苏省苏州市同里汽车站向东300米"
"成都新国际会展中心","1051213736","0","104.08315,30.562048","0","4.9","326","chengdu","四川省成都市高新区天府大道中段1号"
"北京香草世界","1051792925","0","116.727604,40.325166","0","5","1","beijing","北京市怀柔区北房镇新房子村城市农业公园内"
"吴越国王陵","1052195980","0","119.72644318139,30.241269671184","0","0","0","hangzhou","浙江省杭州市临安市"
"白河岸边户外拓展俱乐部","1053552088","0","116.75562,40.643431","0","0","0","beijing","北京市密云区石城镇白河岸边度假村内"
"杭州圆通禅寺","1053591371","0","119.678663,29.803721","0","0","0","hangzhou","浙江省杭州市桐庐县桐君街道圆通路15号"
"天坛公园","1053903287","5A景区","116.417313,39.887976","112","4.9","6326","beijing","北京市东城区天坛内东里7号"
"大兴宾馆游泳健身中心","1054045593","0","116.3464,39.733269","0","4.8","31","beijing","北京大兴区黄村兴丰大街三段118号"
"身临其境7D多人对战互动影院","1054080215","0","106.535365,29.586286","0","0","0","chongqing","重庆市江北区观音桥海关对面大庙公交站旁"
"兄弟连真人CS（双楠大道店）","1054904532","0","103.898568,30.605412","0","0","0","chengdu","成都市双流县双流文昌路中段三合农庄内"
"怀柔向日葵烧烤庄园","1055037481","0","116.689571,40.670057","0","0","0","beijing","北京怀柔区青石岭村白河峡谷漂流"
"门头沟斋堂旅游冰雪节","1055755982","0","115.70773,39.968329","0","0","0","beijing","北京市门头沟区斋堂镇斋堂砖厂"
"合川三江灯会景区","1055789995","0","106.308019,30.02514","0","5","10","chongqing","重庆市合川区花滩国际新城世纪乐都游乐园"
"桃源民俗村","105730592","0","121.759352,31.064354","0","0","0","shanghai","惠南镇城北村"
"苏州穹窿山万鸟园","1057827553","0","120.45443,31.259277","0","4.5","291","suzhou","江苏省苏州市吴中区兵圣路穹窿山内"
"阳光国际会议中心温泉","1058482687","0","116.80446,39.809239","0","4.6","16","beijing","北京市通州区西集镇儒林村南1号"
"瀛洲传奇","1058524689","0","121.235233,31.839497","0","0","0","shanghai","上海市崇明县牛棚港"
"大慈梵音","1059538849","0","104.091162,30.66084","0","0","0","chengdu","四川省成都市锦江区大慈寺路21号"
"宝光桂湖","1060598405","0","104.165128,30.829807","0","4.5","2","chengdu","四川省成都市新都区桂湖中路92号"
"金茂音乐厅","1061092213","0","121.51833711651,31.24611649749","0","0","0","shanghai","上海浦东新区世纪大道88号（金茂大厦裙房1楼）"
"桐庐富春绿岛","1061331332","0","119.644546,29.742269","0","0","0","hangzhou","浙江省杭州市桐庐县富春江镇上泗村溜江滩"
"2019豫园新春民俗艺术灯会","1061891595","0","121.498587,31.231053","0","4.8","82","shanghai","上海市黄浦区方浜中路265号"
"王者峡谷竞技乐园","106252025","0","120.202153,30.323434","0","0","0","hangzhou","浙江省杭州市下城区石桥路272号西狗茂停车场"
"亮剑真人CS拓展（半壁店迷宫店）","106279622","0","116.445223,39.619151","0","0","0","beijing","北京市大兴区黄村镇半壁店森林公园内"
"苏州奕欧来奥特莱斯","1063071312","0","120.768027,31.382356","0","4.9","255","suzhou","江苏苏州市工业园区唯亭阳澄环路969号"
"望丛祠","1064748676","0","103.880261,30.813211","0","3.5","2","chengdu","四川省成都市郫县"
"灵隐寺","1064944660","0","120.106626,30.241491","0","5","3029","hangzhou","浙江省杭州市法云弄1号"
"孩子王童乐园","1065304212","0","106.502113,29.589024","0","0","0","chongqing","重庆市渝北区冉家坝龙山街道余松1支路SM广场4F"
"成都少儿时光自然体验基地","1066733667","0","104.13455,30.904","0","0","0","chengdu","四川省成都市新都区北新干道（成都到濛阳方向）海宁皮革城前行12公里"
"陈家水碾","1067674859","0","103.970121,30.338488","0","0","0","chengdu","四川省成都市双流县黄龙溪景区内"
"赛纳河俱乐部（天宁寺店）","1069124854","0","116.352469,39.904071","0","4.6","34","beijing","北京市海淀区莲花池东路3号(天宁寺桥西北角)"
"京城水系皇家御河游","1069771142","0","116.351901,39.947865","0","4.9","577","beijing","北京市西城区西直门外大街135号北京展览馆后湖皇帝船码头"
"周君记火锅基地","1070238804","0","106.354036,29.428456","0","0","0","chongqing","重庆九龙坡区九龙工业园区内"
"五世同堂","1070267535","0","119.454701,30.318002","0","0","0","hangzhou","浙江省杭州临安市天目山镇天目山景区"
"重庆核军工巨洞","1070525223","0","107.39550671349,29.709593047304","0","3.5","2","chongqing","重庆市涪陵区白涛街道"
"楼外楼","1071495607","0","120.096506,30.267272","0","4.8","4","hangzhou","浙江省杭州市西湖区天目山路359号"
"釉泽彦岩陶艺馆（千岛湖店）","107152812","0","119.030066,29.605237","0","0","0","hangzhou","浙江省淳安市千岛湖镇梦姑路488号千岛湖梅地亚君澜度假酒店陶艺馆"
"成都泥缘手工陶艺DIY工作室","107171544","0","104.102322,30.626678","0","0","0","chengdu","四川省成都市锦江区锦华路一段锦华城1单元30楼02号"
"7D动感体验馆","1071810168","0","120.947903,31.385961","0","0","0","suzhou","江苏苏州昆山市白马泾路超华城市广场欧尚3楼"
"上海浦东假日酒店东广场","1073171447","0","121.5421101884,31.235261684316","0","0","0","shanghai","上海浦东新区东方路899号"
"重庆迎龙峡影视拍摄基地","1073286150","0","106.667654,29.45654","0","5","1","chongqing","重庆巴南区樵坪山迎龙峡迎龙湾118号迎龙峡景区内"
"红红草莓园","1073613002","0","121.256585,31.443855","0","0","0","shanghai","上海市嘉定区徐行镇宝钱公路1277号"
"印象宝岛馆","1073787269","0","121.266929,31.35878","0","4.2","6","shanghai","上海市嘉定区白银路288弄"
"上海新天地","1074124717","0","121.475092,31.216318","0","4","3","shanghai","上海市黄浦区太仓路181弄"
"九华山庄温泉主题公园","1074429525","0","116.42394,40.186127","0","4.9","973","beijing","北京市昌平区小汤山镇"
"一米单车之家","1075592275","0","121.408891,31.623294","0","4.4","67","shanghai","上海市崇明县崇明岛"
"LINE FRIENDS 杭州湖滨银泰in77店","1075983330","0","120.169243,30.258085","0","4","4","hangzhou","杭州市上城区湖滨路13号湖滨银泰in77 A区101商铺"
"馨桐草莓采摘园","1076655666","0","116.452425,40.21189","0","0","0","beijing","北京市昌平区兴寿镇西营村226号"
"儿童故事（大渡口店）","1077114648","0","106.486599,29.480218","0","0","0","chongqing","重庆市大渡口区大渡口步行街新天泽负一楼"
"豆乐元（大渡口店）","1077327631","0","120.340977,31.599446","0","3","1","chongqing","重庆市大渡口区文体路88号顺祥壹街区购物中心2楼嘉禾影院旁"
"南宫庄园牧场","1077657409","0","0.0,0.0","0","0","0","beijing","北京市丰台区王佐镇南宫温泉庄园内（南宫温泉庄园酒店大门西侧）"
"阿鲁巴 LIVE HOUSE","1077887310","0","116.46381091353,39.94276230664","0","0","0","beijing","北京市朝阳区中国红街美林大厦6号楼3层"
"郭庄","1078705766","0","120.138901,30.249833","0","4.6","238","hangzhou","浙江省杭州市西湖区西山路卧龙桥东8号"
"云泉山庄温泉酒店","1079068042","0","120.474679,31.369367","0","0","0","suzhou","江苏省苏州市虎丘区通安镇树山生态村"
"成都踏浪水上乐园","1079220472","0","103.822197,30.90592","0","4.8","30","chengdu","四川省成都市青白江区云石路福洪镇先锋村村委会对面福洪踏浪水上乐园"
"海皇星真人CS拓展基地","1079745395","0","120.122625,30.171813","0","0","0","hangzhou","浙江杭州富阳市双浦镇四号浦路1号海皇星生态乐园内"
"洞庭山水文化中心","108051858","0","120.378914,31.089634","0","0","0","suzhou","江苏省苏州市吴中区东山镇陆巷村白沙"
"十渡聚贤山庄","1084437809","0","115.599945,39.648979","0","0","0","beijing","北京房山区十渡镇平峪"
"别有洞天","1084741378","0","116.31364219752,40.012858057378","0","0","0","beijing",""
"澄湖","1085756283","0","0.0,0.0","0","0","0","suzhou","江苏省苏州市吴中区甪直镇"
"零度滑雪室内训练中心（环球港店）","1086076605","0","121.419815,31.241576","0","0","0","shanghai","上海市普陀区中山北路3300号环球港北广场"
"千岛湖城中湖","1086131494","0","119.060209,29.606807","0","4.8","42","hangzhou","浙江省杭州市淳安县千岛湖镇西园码头"
"成都战役纪念馆","1086239797","0","103.515538,30.204844","0","0","0","chengdu","四川省成都市蒲江县鹤山镇世纪广场东路5号"
"一好陶艺吧","1086440659","0","116.403746,39.903109","0","0","0","beijing","北京市西城区前门大街大栅栏7号吉龙动态民俗文化城一楼E-083号"
"大美.华夏神女豪华游轮","1086966937","0","106.594625,29.571907","0","5","1","chongqing","重庆市渝中区长江嘉陵江交汇路，长江滨江路"
"东山吴氏家园农庄枇杷采摘","108700283","0","120.303051,31.036022","0","0","0","suzhou","江苏苏州市吴中区东山镇三山村小姑39号"
"西湖环湖电瓶车","1087638393","0","120.15905,30.251502","0","0","0","hangzhou","浙江省杭州西湖"
"柳如是墓","1087739938","0","120.705776,31.666814","0","4","1","suzhou","江苏省苏州市常熟市虞山南路"
"八达岭直升机空中游览","1088082225","0","115.958983,40.378548","0","0","0","beijing","北京市延庆县营城子航空路1号市区"
"清溪河","1088242082","0","106.418231,28.839888","0","0","0","chongqing","重庆市江津区"
"北京欢乐谷金面王朝","1088642405","0","116.505076,39.873144","0","4.9","448","beijing","北京市朝阳区东四环小武基北路华侨城大剧院"
"Logic狼杀馆真人密室逃脱","108872671","0","120.172808,30.292967","0","0","0","hangzhou","浙江省杭州市下城区新市街上塘路交叉口208号朝晖新城3幢1001"
"上海林克司高尔夫乡村俱乐部","1089336019","0","121.767572,31.235242","0","0","0","shanghai","上海市浦东新区凌白路1600号"
"杨令公祠","1089685709","0","117.170385,40.7034","0","0","0","beijing","北京市密云县古北口镇河东村"
"白玉兰剧场","1090375059","0","121.47863,31.215633","0","0","0","shanghai","上海卢湾区重庆南路308号"
"in KIDS with LINE FRIENDS乐园","1091642830","0","116.465816,39.91314","0","5","14","beijing","北京市朝阳建外大街2号北京银泰中心in01三层西侧"
"人亮美蓝莓园","1091829743","0","107.006214,29.221136","0","0","0","chongqing","重庆南川区大观铁桥村四节桥"
"哈比豆儿童城(青塔快乐城堡店)","1092472481","0","116.258675,39.896022","0","0","0","beijing","北京市丰台区小屯路兆丰园3区1号楼久隆百货2楼儿童区内"
"云蒙山长城遗址公园","1092607103","0","116.822391,40.541858","0","3.8","10","beijing","北京市密云县水库西线公路127号"
"龙腾游泳健身会所","1092778290","0","116.301485,39.97276","0","0","0","beijing","北京市海淀区圣化寺路碧水云天小区西门"
"彭州蝴蝶生态城","1092971798","0","103.83785,31.022484","0","4","16","chengdu","四川省成都市彭州龙门山"
"侨福当代美术馆","1093540951","0","116.456136,39.925967","0","0","0","beijing","北京市朝阳区东大桥路9号侨福芳草地D座10层"
"月亮河温泉度假酒店","1094376834","0","116.681894,39.926719","0","4.7","7","beijing","北京市通州区月亮河河滨路1号"
"真人版电影主题密室逃脱","1094848061","0","116.527516,39.929472","0","0","0","beijing","北京市朝阳区朝阳北路朝阳雅筑雅成二里2号楼地下B1-027室(近朝阳大悦城)"
"金桂银桂","1095269608","0","103.970962,30.584266","0","2","1","chengdu","四川省成都市双流县"
"湘湖首届百年映山红花展","1095470852","0","120.226359,30.143092","0","0","0","hangzhou","浙江省杭州市萧山区湘湖浒山广场音乐喷泉内"
"康悦时代温泉酒店","1096266954","0","116.42952,39.809225","0","4.7","56","beijing","北京市丰台区东高地万源北路航天万源广场康悦时代"
"苏州海洋馆","1097804797","0","120.39116,31.22364","0","4.6","587","suzhou","江苏省苏州市太湖国家旅游度假区环太湖大道28号"
"昆山文化艺术中心","1097850180","0","120.912753,31.388227","0","0","0","suzhou","江苏省苏州市昆山市玉山镇前进西路1850号"
"英智脊椎健康中心","1098100219","0","116.3967,39.999316","0","5","1","beijing","北京市朝阳区水立方国家游泳中心7号门一层"
"武康路","1098130330","0","121.445639,31.219702","0","5","3","shanghai","上海市徐汇区武康路"
"北京欢乐水魔方","1098561087","0","116.255865,39.888547","0","4.9","4114","beijing","北京市丰台区小屯路11号"
"成都市保利198公园亚洲青年歌场","1098700191","0","104.16517404049,30.758101442349","0","0","0","chengdu","四川省成都市新都区蜀龙路"
"京城后院私汤温泉休闲会所","1098933282","0","116.540515,40.15823","0","0","0","beijing","北京市顺义区北京市高丽营镇前渠河村235号"
"咔咔3D奇幻艺术体验馆","1099429697","0","116.40454,39.899616","0","4.9","12","beijing","北京市东城区前门大街127号"
"千发旅业","109946392","0","119.050676,29.608652","0","0","0","hangzhou","浙江省杭州市淳安县千岛湖镇环湖北路1250号"
"蓝色港湾传奇时代影城","1099851505","0","116.482627,39.954971","0","0","0","beijing","北京市朝阳区朝阳公园路6号蓝色港湾国际商区中央广场"
"恰园旧址","1100227119","0","116.379734,39.890961","0","0","0","beijing","北京市西城区（原宣武区）（东起米市胡同，西至南横街半截胡同）"
"芦茨湾","1100301115","0","119.685956,29.690741","0","0","0","hangzhou","浙江省杭州市桐庐县富春江镇芦茨村"
"洞庭山半岛茶人农场","1100318515","0","120.342028,31.045154","0","0","0","suzhou","苏州市吴中区东山镇碧螺春"
"水峪村","110078125","0","0.0,0.0","0","5","1","beijing",""
"天坛温泉康乐城","1100925405","0","116.415714,39.880121","0","4.6","23","beijing","北京市东城区（原崇文区）永定门东街中里3号"
"朝阳大悦城CSI犯罪现场","1101497850","0","116.524824,39.930726","0","0","0","beijing","北京朝阳区朝阳北路101号(青年路口)"
"首都师范大学东校区","1101836038","0","116.3386487003,39.936806264691","0","0","0","beijing","北京市海淀区首都体育馆南路南口白堆子甲23号"
"千岛湖飞骑骑行","1101931072","0","119.046137,29.626284","0","5","31","hangzhou","浙江省杭州市千岛湖阳光路运动休闲街178-181号或千岛湖秀水街：梦姑路390号"
"浙西三峡","11019713","0","119.263813,30.096159","0","4.8","18","hangzhou","浙江市杭州市临安市河桥古镇"
"鸟巢魅力3D魔幻体验馆","1103121854","0","116.402836,39.999379","0","5","11","beijing","朝阳区鸟巢BC口外西侧10米西南大厅，距奥体中心地铁站约668米"
"北京万达索菲特大饭店","1103149582","0","116.48337696336,39.920656905328","0","0","0","beijing","北京市朝阳区建国路93号（万达广场C座）"
"静逸清水幕激光灯光节","1103189246","0","116.343137,39.714754","0","0","0","beijing","北京市大兴区庞各庄镇京开高速路薛营桥东150米。"
"松江雪浪湖温泉","1103429682","0","121.09668,30.935367","0","4.8","727","shanghai","上海市松江区新浜胡曹路699弄100号"
"富春桃源","110407875","4A景区","119.641529,30.015334","85","4.5","324","hangzhou","浙江省杭州富阳市胥口镇上练村"
"上海佘山国际高尔夫俱乐部","1104145587","0","121.2333976885,31.120707710873","0","0","0","shanghai","上海市松江区佘山国家旅游度假区林荫新路288弄"
"柳荫公园","1104448692","0","116.408607,39.966845","0","0","0","beijing","北京市东城区安外黄寺大街8号"
"真人CS拓展联盟（富阳东吴公园店）","1104629150","0","119.947186,30.032204","0","0","0","hangzhou","浙江省杭州富阳市东吴公园（靠近杭州野生动物世界）"
"重庆汉海海洋公园","1105544","0","106.550476,29.399662","0","5","2848","chongqing","重庆市巴南区龙洲湾铜锣山通江广场"
